,Unnamed: 0,Date,Solar0,Solar1,Solar2,Solar3,Solar4,Solar5,Time,olympic_solar,oakleigh_solar,moorabbin_solar
137125,137125,2020-06-01,0.04,0.02,0.01,0.01,0.01,0.04,06:45:00,2.6,2.8,4.5
137126,137126,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,07:00:00,2.6,2.8,4.5
137127,137127,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,07:15:00,2.6,2.8,4.5
137128,137128,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,07:30:00,2.6,2.8,4.5
137129,137129,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,07:45:00,2.6,2.8,4.5
137130,137130,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,08:00:00,2.6,2.8,4.5
137131,137131,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,08:15:00,2.6,2.8,4.5
137132,137132,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,08:30:00,2.6,2.8,4.5
137133,137133,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,08:45:00,2.6,2.8,4.5
137134,137134,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,09:00:00,2.6,2.8,4.5
137135,137135,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,09:15:00,2.6,2.8,4.5
137136,137136,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,09:30:00,2.6,2.8,4.5
137137,137137,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,09:45:00,2.6,2.8,4.5
137138,137138,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,10:00:00,2.6,2.8,4.5
137139,137139,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,10:15:00,2.6,2.8,4.5
137140,137140,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,10:30:00,2.6,2.8,4.5
137141,137141,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,10:45:00,2.6,2.8,4.5
137142,137142,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,11:00:00,2.6,2.8,4.5
137143,137143,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,11:15:00,2.6,2.8,4.5
137144,137144,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,11:30:00,2.6,2.8,4.5
137145,137145,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,11:45:00,2.6,2.8,4.5
137146,137146,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,12:00:00,2.6,2.8,4.5
137147,137147,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,12:15:00,2.6,2.8,4.5
137148,137148,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,12:30:00,2.6,2.8,4.5
137149,137149,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,12:45:00,2.6,2.8,4.5
137150,137150,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,13:00:00,2.6,2.8,4.5
137151,137151,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,13:15:00,2.6,2.8,4.5
137152,137152,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,13:30:00,2.6,2.8,4.5
137153,137153,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,13:45:00,2.6,2.8,4.5
137154,137154,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,14:00:00,2.6,2.8,4.5
137155,137155,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,14:15:00,2.6,2.8,4.5
137156,137156,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,14:30:00,2.6,2.8,4.5
137157,137157,2020-06-01,0.02,0.0,0.0,0.0,0.0,0.0,14:45:00,2.6,2.8,4.5
137158,137158,2020-06-01,0.02,0.0,0.0,0.0,0.0,0.0,15:00:00,2.6,2.8,4.5
137159,137159,2020-06-01,0.02,0.0,0.0,0.0,0.0,0.0,15:15:00,2.6,2.8,4.5
137160,137160,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,15:30:00,2.6,2.8,4.5
137161,137161,2020-06-01,0.02,0.0,0.0,0.0,0.0,0.0,15:45:00,2.6,2.8,4.5
137162,137162,2020-06-01,0.02,0.0,0.0,0.0,0.0,0.0,16:00:00,2.6,2.8,4.5
137163,137163,2020-06-01,0.02,0.0,0.0,0.0,0.0,0.0,16:15:00,2.6,2.8,4.5
137164,137164,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,16:30:00,2.6,2.8,4.5
137165,137165,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,16:45:00,2.6,2.8,4.5
137166,137166,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,17:00:00,2.6,2.8,4.5
137167,137167,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,17:15:00,2.6,2.8,4.5
137168,137168,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,17:30:00,2.6,2.8,4.5
137169,137169,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,17:45:00,2.6,2.8,4.5
137170,137170,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,18:00:00,2.6,2.8,4.5
137171,137171,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,18:15:00,2.6,2.8,4.5
137172,137172,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,18:30:00,2.6,2.8,4.5
137173,137173,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,18:45:00,2.6,2.8,4.5
137174,137174,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,19:00:00,2.6,2.8,4.5
137175,137175,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,19:15:00,2.6,2.8,4.5
137176,137176,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,19:30:00,2.6,2.8,4.5
137177,137177,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,19:45:00,2.6,2.8,4.5
137178,137178,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,20:00:00,2.6,2.8,4.5
137179,137179,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,20:15:00,2.6,2.8,4.5
137180,137180,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,20:30:00,2.6,2.8,4.5
137181,137181,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,20:45:00,2.6,2.8,4.5
137182,137182,2020-06-01,0.01,0.0,0.0,0.0,0.0,0.0,21:00:00,2.6,2.8,4.5
137183,137183,2020-06-01,0.1,0.04,0.04,0.03,0.02,0.11,21:15:00,2.6,2.8,4.5
137184,137184,2020-06-01,0.17,0.09,0.07,0.06,0.04,0.23,21:30:00,2.6,2.8,4.5
137185,137185,2020-06-01,0.68,0.28,0.25,0.23,0.15,0.81,21:45:00,2.6,2.8,4.5
137186,137186,2020-06-01,1.18,0.47,0.43,0.41,0.26,1.39,22:00:00,2.6,2.8,4.5
137187,137187,2020-06-01,1.96,0.77,0.72,0.67,0.43,2.28,22:15:00,2.6,2.8,4.5
137188,137188,2020-06-01,2.75,1.07,1.0,0.93,0.6,3.17,22:30:00,2.6,2.8,4.5
137189,137189,2020-06-01,3.39,1.32,1.23,1.14,0.75,3.94,22:45:00,2.6,2.8,4.5
137190,137190,2020-06-01,4.02,1.56,1.46,1.35,0.89,4.71,23:00:00,2.6,2.8,4.5
137191,137191,2020-06-01,5.01,1.92,1.8,1.67,1.1,5.91,23:15:00,2.6,2.8,4.5
137192,137192,2020-06-01,5.99,2.29,2.15,1.99,1.31,7.12,23:30:00,2.6,2.8,4.5
137193,137193,2020-06-01,5.79,2.21,2.09,1.93,1.27,6.68,23:45:00,2.6,2.8,4.5
137194,137194,2020-06-02,5.59,2.13,2.02,1.87,1.22,6.25,00:00:00,4.9,5.1,5.4
137195,137195,2020-06-02,6.33,2.38,2.28,2.12,1.38,7.29,00:15:00,4.9,5.1,5.4
137196,137196,2020-06-02,7.06,2.62,2.54,2.38,1.54,8.32,00:30:00,4.9,5.1,5.4
137197,137197,2020-06-02,8.47,3.21,3.05,2.84,1.85,9.89,00:45:00,4.9,5.1,5.4
137198,137198,2020-06-02,9.88,3.79,3.56,3.31,2.17,11.46,01:00:00,4.9,5.1,5.4
137199,137199,2020-06-02,8.44,3.24,3.06,2.84,1.85,9.56,01:15:00,4.9,5.1,5.4
137200,137200,2020-06-02,7.0,2.69,2.56,2.36,1.53,7.66,01:30:00,4.9,5.1,5.4
137201,137201,2020-06-02,5.59,2.12,2.02,1.86,1.21,6.06,01:45:00,4.9,5.1,5.4
137202,137202,2020-06-02,4.19,1.54,1.49,1.36,0.89,4.45,02:00:00,4.9,5.1,5.4
137203,137203,2020-06-02,4.35,1.65,1.58,1.46,0.94,4.7,02:15:00,4.9,5.1,5.4
137204,137204,2020-06-02,4.51,1.76,1.67,1.56,0.99,4.95,02:30:00,4.9,5.1,5.4
137205,137205,2020-06-02,5.21,2.04,1.91,1.79,1.14,5.81,02:45:00,4.9,5.1,5.4
137206,137206,2020-06-02,5.9,2.31,2.16,2.02,1.28,6.67,03:00:00,4.9,5.1,5.4
137207,137207,2020-06-02,5.1,2.04,1.9,1.78,1.12,5.73,03:15:00,4.9,5.1,5.4
137208,137208,2020-06-02,4.3,1.76,1.63,1.53,0.96,4.8,03:30:00,4.9,5.1,5.4
137209,137209,2020-06-02,4.49,1.79,1.68,1.57,0.99,4.96,03:45:00,4.9,5.1,5.4
137210,137210,2020-06-02,4.67,1.81,1.73,1.61,1.02,5.13,04:00:00,4.9,5.1,5.4
137211,137211,2020-06-02,4.46,1.76,1.67,1.56,0.99,4.93,04:15:00,4.9,5.1,5.4
137212,137212,2020-06-02,4.26,1.7,1.6,1.51,0.95,4.72,04:30:00,4.9,5.1,5.4
137213,137213,2020-06-02,3.57,1.42,1.33,1.25,0.79,3.97,04:45:00,4.9,5.1,5.4
137214,137214,2020-06-02,2.88,1.14,1.06,0.99,0.63,3.21,05:00:00,4.9,5.1,5.4
137215,137215,2020-06-02,2.36,0.92,0.86,0.81,0.51,2.66,05:15:00,4.9,5.1,5.4
137216,137216,2020-06-02,1.84,0.7,0.67,0.62,0.39,2.1,05:30:00,4.9,5.1,5.4
137217,137217,2020-06-02,1.26,0.5,0.46,0.43,0.27,1.43,05:45:00,4.9,5.1,5.4
137218,137218,2020-06-02,0.69,0.29,0.26,0.23,0.15,0.76,06:00:00,4.9,5.1,5.4
137219,137219,2020-06-02,0.38,0.17,0.15,0.13,0.08,0.43,06:15:00,4.9,5.1,5.4
137220,137220,2020-06-02,0.08,0.04,0.03,0.03,0.01,0.1,06:30:00,4.9,5.1,5.4
137221,137221,2020-06-02,0.04,0.02,0.01,0.01,0.01,0.05,06:45:00,4.9,5.1,5.4
137222,137222,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,07:00:00,4.9,5.1,5.4
137223,137223,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,07:15:00,4.9,5.1,5.4
137224,137224,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,07:30:00,4.9,5.1,5.4
137225,137225,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,07:45:00,4.9,5.1,5.4
137226,137226,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,08:00:00,4.9,5.1,5.4
137227,137227,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,08:15:00,4.9,5.1,5.4
137228,137228,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,08:30:00,4.9,5.1,5.4
137229,137229,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,08:45:00,4.9,5.1,5.4
137230,137230,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,09:00:00,4.9,5.1,5.4
137231,137231,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,09:15:00,4.9,5.1,5.4
137232,137232,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,09:30:00,4.9,5.1,5.4
137233,137233,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,09:45:00,4.9,5.1,5.4
137234,137234,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,10:00:00,4.9,5.1,5.4
137235,137235,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,10:15:00,4.9,5.1,5.4
137236,137236,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,10:30:00,4.9,5.1,5.4
137237,137237,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,10:45:00,4.9,5.1,5.4
137238,137238,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,11:00:00,4.9,5.1,5.4
137239,137239,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,11:15:00,4.9,5.1,5.4
137240,137240,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,11:30:00,4.9,5.1,5.4
137241,137241,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,11:45:00,4.9,5.1,5.4
137242,137242,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,12:00:00,4.9,5.1,5.4
137243,137243,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,12:15:00,4.9,5.1,5.4
137244,137244,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,12:30:00,4.9,5.1,5.4
137245,137245,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,12:45:00,4.9,5.1,5.4
137246,137246,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,13:00:00,4.9,5.1,5.4
137247,137247,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,13:15:00,4.9,5.1,5.4
137248,137248,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,13:30:00,4.9,5.1,5.4
137249,137249,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,13:45:00,4.9,5.1,5.4
137250,137250,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,14:00:00,4.9,5.1,5.4
137251,137251,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,14:15:00,4.9,5.1,5.4
137252,137252,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,14:30:00,4.9,5.1,5.4
137253,137253,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,14:45:00,4.9,5.1,5.4
137254,137254,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,15:00:00,4.9,5.1,5.4
137255,137255,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,15:15:00,4.9,5.1,5.4
137256,137256,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,15:30:00,4.9,5.1,5.4
137257,137257,2020-06-02,0.02,0.0,0.0,0.0,0.0,0.0,15:45:00,4.9,5.1,5.4
137258,137258,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,16:00:00,4.9,5.1,5.4
137259,137259,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,16:15:00,4.9,5.1,5.4
137260,137260,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,16:30:00,4.9,5.1,5.4
137261,137261,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,16:45:00,4.9,5.1,5.4
137262,137262,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,17:00:00,4.9,5.1,5.4
137263,137263,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,17:15:00,4.9,5.1,5.4
137264,137264,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,17:30:00,4.9,5.1,5.4
137265,137265,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,17:45:00,4.9,5.1,5.4
137266,137266,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,18:00:00,4.9,5.1,5.4
137267,137267,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,18:15:00,4.9,5.1,5.4
137268,137268,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,18:30:00,4.9,5.1,5.4
137269,137269,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,18:45:00,4.9,5.1,5.4
137270,137270,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,19:00:00,4.9,5.1,5.4
137271,137271,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,19:15:00,4.9,5.1,5.4
137272,137272,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,19:30:00,4.9,5.1,5.4
137273,137273,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,19:45:00,4.9,5.1,5.4
137274,137274,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,20:00:00,4.9,5.1,5.4
137275,137275,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,20:15:00,4.9,5.1,5.4
137276,137276,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,20:30:00,4.9,5.1,5.4
137277,137277,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,20:45:00,4.9,5.1,5.4
137278,137278,2020-06-02,0.01,0.0,0.0,0.0,0.0,0.0,21:00:00,4.9,5.1,5.4
137279,137279,2020-06-02,0.2,0.08,0.07,0.06,0.04,0.22,21:15:00,4.9,5.1,5.4
137280,137280,2020-06-02,0.38,0.17,0.14,0.12,0.08,0.45,21:30:00,4.9,5.1,5.4
137281,137281,2020-06-02,0.78,0.31,0.28,0.26,0.17,0.9,21:45:00,4.9,5.1,5.4
137282,137282,2020-06-02,1.18,0.46,0.43,0.4,0.26,1.34,22:00:00,4.9,5.1,5.4
137283,137283,2020-06-02,2.18,0.87,0.75,0.68,0.47,2.5,22:15:00,4.9,5.1,5.4
137284,137284,2020-06-02,3.17,1.28,1.06,0.97,0.68,3.65,22:30:00,4.9,5.1,5.4
137285,137285,2020-06-02,3.09,1.23,1.09,1.01,0.67,3.56,22:45:00,4.9,5.1,5.4
137286,137286,2020-06-02,3.0,1.19,1.11,1.04,0.67,3.46,23:00:00,4.9,5.1,5.4
137287,137287,2020-06-02,4.52,1.83,1.67,1.58,1.03,5.53,23:15:00,4.9,5.1,5.4
137288,137288,2020-06-02,6.04,2.48,2.23,2.12,1.4,7.59,23:30:00,4.9,5.1,5.4
137289,137289,2020-06-02,9.5,4.07,3.45,3.25,2.29,11.47,23:45:00,4.9,5.1,5.4
137290,137290,2020-06-03,12.97,5.65,4.67,4.38,3.19,15.36,00:00:00,7.3,7.7,8.2
137291,137291,2020-06-03,12.34,5.21,4.4,4.16,2.85,14.27,00:15:00,7.3,7.7,8.2
137292,137292,2020-06-03,11.72,4.78,4.14,3.93,2.52,13.19,00:30:00,7.3,7.7,8.2
137293,137293,2020-06-03,11.65,4.58,4.08,3.86,2.5,13.66,00:45:00,7.3,7.7,8.2
137294,137294,2020-06-03,11.58,4.39,4.03,3.79,2.47,14.13,01:00:00,7.3,7.7,8.2
137295,137295,2020-06-03,11.78,4.62,4.12,3.81,2.46,13.47,01:15:00,7.3,7.7,8.2
137296,137296,2020-06-03,11.98,4.85,4.21,3.84,2.45,12.82,01:30:00,7.3,7.7,8.2
137297,137297,2020-06-03,13.56,5.64,4.88,4.48,2.88,15.84,01:45:00,7.3,7.7,8.2
137298,137298,2020-06-03,15.13,6.44,5.55,5.12,3.31,18.86,02:00:00,7.3,7.7,8.2
137299,137299,2020-06-03,13.96,5.82,5.05,4.84,3.01,18.18,02:15:00,7.3,7.7,8.2
137300,137300,2020-06-03,12.79,5.21,4.55,4.55,2.71,17.5,02:30:00,7.3,7.7,8.2
137301,137301,2020-06-03,12.29,5.16,4.48,4.36,2.64,16.79,02:45:00,7.3,7.7,8.2
137302,137302,2020-06-03,11.79,5.12,4.41,4.16,2.56,16.06,03:00:00,7.3,7.7,8.2
137303,137303,2020-06-03,12.06,5.11,4.43,4.27,2.64,14.94,03:15:00,7.3,7.7,8.2
137304,137304,2020-06-03,12.34,5.11,4.46,4.38,2.71,13.82,03:30:00,7.3,7.7,8.2
137305,137305,2020-06-03,13.25,5.68,4.76,4.62,2.88,14.33,03:45:00,7.3,7.7,8.2
137306,137306,2020-06-03,14.15,6.26,5.06,4.87,3.06,14.83,04:00:00,7.3,7.7,8.2
137307,137307,2020-06-03,10.42,4.68,3.77,3.65,2.27,11.09,04:15:00,7.3,7.7,8.2
137308,137308,2020-06-03,6.67,3.1,2.48,2.44,1.48,7.33,04:30:00,7.3,7.7,8.2
137309,137309,2020-06-03,6.14,2.77,2.24,2.31,1.38,7.59,04:45:00,7.3,7.7,8.2
137310,137310,2020-06-03,5.6,2.44,2.0,2.19,1.27,7.84,05:00:00,7.3,7.7,8.2
137311,137311,2020-06-03,5.43,2.42,1.91,1.99,1.23,7.01,05:15:00,7.3,7.7,8.2
137312,137312,2020-06-03,5.27,2.4,1.82,1.79,1.19,6.19,05:30:00,7.3,7.7,8.2
137313,137313,2020-06-03,3.39,1.52,1.2,1.17,0.76,3.95,05:45:00,7.3,7.7,8.2
137314,137314,2020-06-03,1.51,0.63,0.57,0.54,0.33,1.72,06:00:00,7.3,7.7,8.2
137315,137315,2020-06-03,0.9,0.38,0.33,0.31,0.19,1.02,06:15:00,7.3,7.7,8.2
137316,137316,2020-06-03,0.28,0.12,0.1,0.09,0.06,0.31,06:30:00,7.3,7.7,8.2
137317,137317,2020-06-03,0.15,0.06,0.05,0.04,0.03,0.15,06:45:00,7.3,7.7,8.2
137318,137318,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,07:00:00,7.3,7.7,8.2
137319,137319,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,07:15:00,7.3,7.7,8.2
137320,137320,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,07:30:00,7.3,7.7,8.2
137321,137321,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,07:45:00,7.3,7.7,8.2
137322,137322,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,08:00:00,7.3,7.7,8.2
137323,137323,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,08:15:00,7.3,7.7,8.2
137324,137324,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,08:30:00,7.3,7.7,8.2
137325,137325,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,08:45:00,7.3,7.7,8.2
137326,137326,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,09:00:00,7.3,7.7,8.2
137327,137327,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,09:15:00,7.3,7.7,8.2
137328,137328,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,09:30:00,7.3,7.7,8.2
137329,137329,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,09:45:00,7.3,7.7,8.2
137330,137330,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,10:00:00,7.3,7.7,8.2
137331,137331,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,10:15:00,7.3,7.7,8.2
137332,137332,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,10:30:00,7.3,7.7,8.2
137333,137333,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,10:45:00,7.3,7.7,8.2
137334,137334,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,11:00:00,7.3,7.7,8.2
137335,137335,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,11:15:00,7.3,7.7,8.2
137336,137336,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,11:30:00,7.3,7.7,8.2
137337,137337,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,11:45:00,7.3,7.7,8.2
137338,137338,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,12:00:00,7.3,7.7,8.2
137339,137339,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,12:15:00,7.3,7.7,8.2
137340,137340,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,12:30:00,7.3,7.7,8.2
137341,137341,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,12:45:00,7.3,7.7,8.2
137342,137342,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,13:00:00,7.3,7.7,8.2
137343,137343,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,13:15:00,7.3,7.7,8.2
137344,137344,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,13:30:00,7.3,7.7,8.2
137345,137345,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,13:45:00,7.3,7.7,8.2
137346,137346,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,14:00:00,7.3,7.7,8.2
137347,137347,2020-06-03,0.02,0.0,0.0,0.0,0.0,0.0,14:15:00,7.3,7.7,8.2
137348,137348,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,14:30:00,7.3,7.7,8.2
137349,137349,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,14:45:00,7.3,7.7,8.2
137350,137350,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,15:00:00,7.3,7.7,8.2
137351,137351,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,15:15:00,7.3,7.7,8.2
137352,137352,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,15:30:00,7.3,7.7,8.2
137353,137353,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,15:45:00,7.3,7.7,8.2
137354,137354,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,16:00:00,7.3,7.7,8.2
137355,137355,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,16:15:00,7.3,7.7,8.2
137356,137356,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,16:30:00,7.3,7.7,8.2
137357,137357,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,16:45:00,7.3,7.7,8.2
137358,137358,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,17:00:00,7.3,7.7,8.2
137359,137359,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,17:15:00,7.3,7.7,8.2
137360,137360,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,17:30:00,7.3,7.7,8.2
137361,137361,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,17:45:00,7.3,7.7,8.2
137362,137362,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,18:00:00,7.3,7.7,8.2
137363,137363,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,18:15:00,7.3,7.7,8.2
137364,137364,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,18:30:00,7.3,7.7,8.2
137365,137365,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,18:45:00,7.3,7.7,8.2
137366,137366,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,19:00:00,7.3,7.7,8.2
137367,137367,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,19:15:00,7.3,7.7,8.2
137368,137368,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,19:30:00,7.3,7.7,8.2
137369,137369,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,19:45:00,7.3,7.7,8.2
137370,137370,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,20:00:00,7.3,7.7,8.2
137371,137371,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,20:15:00,7.3,7.7,8.2
137372,137372,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,20:30:00,7.3,7.7,8.2
137373,137373,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,20:45:00,7.3,7.7,8.2
137374,137374,2020-06-03,0.01,0.0,0.0,0.0,0.0,0.0,21:00:00,7.3,7.7,8.2
137375,137375,2020-06-03,0.17,0.07,0.06,0.06,0.04,0.21,21:15:00,7.3,7.7,8.2
137376,137376,2020-06-03,0.33,0.14,0.12,0.11,0.07,0.43,21:30:00,7.3,7.7,8.2
137377,137377,2020-06-03,0.93,0.38,0.34,0.31,0.21,1.1,21:45:00,7.3,7.7,8.2
