,Unnamed: 0,Date,Time,DateTime,Solar0,Solar1,Solar2,Solar3,Solar4,Solar5,olympic_solar,oakleigh_solar,moorabbin_solar
1344,134946,2020-05-09,14:00:00,2020-05-09 14:00:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1345,134947,2020-05-09,14:15:00,2020-05-09 14:15:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1346,134948,2020-05-09,14:30:00,2020-05-09 14:30:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1347,134949,2020-05-09,14:45:00,2020-05-09 14:45:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1348,134950,2020-05-09,15:00:00,2020-05-09 15:00:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1349,134951,2020-05-09,15:15:00,2020-05-09 15:15:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1350,134952,2020-05-09,15:30:00,2020-05-09 15:30:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1351,134953,2020-05-09,15:45:00,2020-05-09 15:45:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1352,134954,2020-05-09,16:00:00,2020-05-09 16:00:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1353,134955,2020-05-09,16:15:00,2020-05-09 16:15:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1354,134956,2020-05-09,16:30:00,2020-05-09 16:30:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1355,134957,2020-05-09,16:45:00,2020-05-09 16:45:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1356,134958,2020-05-09,17:00:00,2020-05-09 17:00:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1357,134959,2020-05-09,17:15:00,2020-05-09 17:15:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1358,134960,2020-05-09,17:30:00,2020-05-09 17:30:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1359,134961,2020-05-09,17:45:00,2020-05-09 17:45:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1360,134962,2020-05-09,18:00:00,2020-05-09 18:00:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1361,134963,2020-05-09,18:15:00,2020-05-09 18:15:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1362,134964,2020-05-09,18:30:00,2020-05-09 18:30:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1363,134965,2020-05-09,18:45:00,2020-05-09 18:45:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1364,134966,2020-05-09,19:00:00,2020-05-09 19:00:00,0.0,7.61,4.32,0.77,1.24,0.0,5.4,3.3,5.4
1365,134967,2020-05-09,19:15:00,2020-05-09 19:15:00,0.0,7.61,4.32,0.76,1.24,0.0,5.4,3.3,5.4
1366,134968,2020-05-09,19:30:00,2020-05-09 19:30:00,0.0,7.61,4.32,0.76,1.24,0.0,5.4,3.3,5.4
1367,134969,2020-05-09,19:45:00,2020-05-09 19:45:00,0.0,7.61,4.32,0.76,1.24,0.0,5.4,3.3,5.4
1368,134970,2020-05-09,20:00:00,2020-05-09 20:00:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1369,134971,2020-05-09,20:15:00,2020-05-09 20:15:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1370,134972,2020-05-09,20:30:00,2020-05-09 20:30:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1371,134973,2020-05-09,20:45:00,2020-05-09 20:45:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1372,134974,2020-05-09,21:00:00,2020-05-09 21:00:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1373,134975,2020-05-09,21:15:00,2020-05-09 21:15:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1374,134976,2020-05-09,21:30:00,2020-05-09 21:30:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1375,134977,2020-05-09,21:45:00,2020-05-09 21:45:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1376,134978,2020-05-09,22:00:00,2020-05-09 22:00:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1377,134979,2020-05-09,22:15:00,2020-05-09 22:15:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1378,134980,2020-05-09,22:30:00,2020-05-09 22:30:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1379,134981,2020-05-09,22:45:00,2020-05-09 22:45:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1380,134982,2020-05-09,23:00:00,2020-05-09 23:00:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1381,134983,2020-05-09,23:15:00,2020-05-09 23:15:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1382,134984,2020-05-09,23:30:00,2020-05-09 23:30:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1383,134985,2020-05-09,23:45:00,2020-05-09 23:45:00,0.0,7.61,4.33,0.76,1.23,0.0,5.4,3.3,5.4
1384,134986,2020-05-10,00:00:00,2020-05-10 00:00:00,0.0,7.61,4.33,0.76,1.23,0.0,9.0,9.9,9.9
1385,134987,2020-05-10,00:15:00,2020-05-10 00:15:00,0.0,7.61,4.33,0.76,1.23,0.0,9.0,9.9,9.9
1386,134988,2020-05-10,00:30:00,2020-05-10 00:30:00,0.0,7.61,4.33,0.76,1.23,0.0,9.0,9.9,9.9
1387,134989,2020-05-10,00:45:00,2020-05-10 00:45:00,0.0,7.61,4.33,0.76,1.23,0.0,9.0,9.9,9.9
1388,134990,2020-05-10,01:00:00,2020-05-10 01:00:00,0.0,7.61,4.33,0.75,1.23,0.0,9.0,9.9,9.9
1389,134991,2020-05-10,01:15:00,2020-05-10 01:15:00,0.0,7.61,4.33,0.75,1.23,0.0,9.0,9.9,9.9
1390,134992,2020-05-10,01:30:00,2020-05-10 01:30:00,0.0,7.61,4.33,0.75,1.23,0.0,9.0,9.9,9.9
1391,134993,2020-05-10,01:45:00,2020-05-10 01:45:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1392,134994,2020-05-10,02:00:00,2020-05-10 02:00:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1393,134995,2020-05-10,02:15:00,2020-05-10 02:15:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1394,134996,2020-05-10,02:30:00,2020-05-10 02:30:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1395,134997,2020-05-10,02:45:00,2020-05-10 02:45:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1396,134998,2020-05-10,03:00:00,2020-05-10 03:00:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1397,134999,2020-05-10,03:15:00,2020-05-10 03:15:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1398,135000,2020-05-10,03:30:00,2020-05-10 03:30:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1399,135001,2020-05-10,03:45:00,2020-05-10 03:45:00,0.0,7.61,4.34,0.75,1.23,0.0,9.0,9.9,9.9
1400,135002,2020-05-10,04:00:00,2020-05-10 04:00:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1401,135003,2020-05-10,04:15:00,2020-05-10 04:15:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1402,135004,2020-05-10,04:30:00,2020-05-10 04:30:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1403,135005,2020-05-10,04:45:00,2020-05-10 04:45:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1404,135006,2020-05-10,05:00:00,2020-05-10 05:00:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1405,135007,2020-05-10,05:15:00,2020-05-10 05:15:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1406,135008,2020-05-10,05:30:00,2020-05-10 05:30:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1407,135009,2020-05-10,05:45:00,2020-05-10 05:45:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1408,135010,2020-05-10,06:00:00,2020-05-10 06:00:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1409,135011,2020-05-10,06:15:00,2020-05-10 06:15:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1410,135012,2020-05-10,06:30:00,2020-05-10 06:30:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1411,135013,2020-05-10,06:45:00,2020-05-10 06:45:00,0.0,7.61,4.34,0.75,1.22,0.0,9.0,9.9,9.9
1412,135014,2020-05-10,07:00:00,2020-05-10 07:00:00,0.0,7.61,4.34,0.74,1.22,0.0,9.0,9.9,9.9
1413,135015,2020-05-10,07:15:00,2020-05-10 07:15:00,0.0,7.61,4.34,0.74,1.22,0.0,9.0,9.9,9.9
1414,135016,2020-05-10,07:30:00,2020-05-10 07:30:00,0.0,7.61,4.34,0.74,1.22,0.0,9.0,9.9,9.9
1415,135017,2020-05-10,07:45:00,2020-05-10 07:45:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1416,135018,2020-05-10,08:00:00,2020-05-10 08:00:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1417,135019,2020-05-10,08:15:00,2020-05-10 08:15:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1418,135020,2020-05-10,08:30:00,2020-05-10 08:30:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1419,135021,2020-05-10,08:45:00,2020-05-10 08:45:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1420,135022,2020-05-10,09:00:00,2020-05-10 09:00:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1421,135023,2020-05-10,09:15:00,2020-05-10 09:15:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1422,135024,2020-05-10,09:30:00,2020-05-10 09:30:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1423,135025,2020-05-10,09:45:00,2020-05-10 09:45:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1424,135026,2020-05-10,10:00:00,2020-05-10 10:00:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1425,135027,2020-05-10,10:15:00,2020-05-10 10:15:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1426,135028,2020-05-10,10:30:00,2020-05-10 10:30:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1427,135029,2020-05-10,10:45:00,2020-05-10 10:45:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1428,135030,2020-05-10,11:00:00,2020-05-10 11:00:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1429,135031,2020-05-10,11:15:00,2020-05-10 11:15:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1430,135032,2020-05-10,11:30:00,2020-05-10 11:30:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1431,135033,2020-05-10,11:45:00,2020-05-10 11:45:00,0.0,7.61,4.35,0.74,1.22,0.0,9.0,9.9,9.9
1432,135034,2020-05-10,12:00:00,2020-05-10 12:00:00,0.0,7.61,4.35,0.74,1.21,0.0,9.0,9.9,9.9
1433,135035,2020-05-10,12:15:00,2020-05-10 12:15:00,0.0,7.61,4.35,0.74,1.21,0.0,9.0,9.9,9.9
1434,135036,2020-05-10,12:30:00,2020-05-10 12:30:00,0.0,7.61,4.35,0.74,1.21,0.0,9.0,9.9,9.9
1435,135037,2020-05-10,12:45:00,2020-05-10 12:45:00,0.0,7.61,4.35,0.74,1.21,0.0,9.0,9.9,9.9
1436,135038,2020-05-10,13:00:00,2020-05-10 13:00:00,0.0,7.61,4.35,0.73,1.21,0.0,9.0,9.9,9.9
1437,135039,2020-05-10,13:15:00,2020-05-10 13:15:00,0.0,7.61,4.35,0.73,1.21,0.0,9.0,9.9,9.9
1438,135040,2020-05-10,13:30:00,2020-05-10 13:30:00,0.0,7.61,4.35,0.73,1.21,0.0,9.0,9.9,9.9
1439,135041,2020-05-10,13:45:00,2020-05-10 13:45:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1440,135042,2020-05-10,14:00:00,2020-05-10 14:00:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1441,135043,2020-05-10,14:15:00,2020-05-10 14:15:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1442,135044,2020-05-10,14:30:00,2020-05-10 14:30:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1443,135045,2020-05-10,14:45:00,2020-05-10 14:45:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1444,135046,2020-05-10,15:00:00,2020-05-10 15:00:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1445,135047,2020-05-10,15:15:00,2020-05-10 15:15:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1446,135048,2020-05-10,15:30:00,2020-05-10 15:30:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1447,135049,2020-05-10,15:45:00,2020-05-10 15:45:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1448,135050,2020-05-10,16:00:00,2020-05-10 16:00:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1449,135051,2020-05-10,16:15:00,2020-05-10 16:15:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1450,135052,2020-05-10,16:30:00,2020-05-10 16:30:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1451,135053,2020-05-10,16:45:00,2020-05-10 16:45:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1452,135054,2020-05-10,17:00:00,2020-05-10 17:00:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1453,135055,2020-05-10,17:15:00,2020-05-10 17:15:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1454,135056,2020-05-10,17:30:00,2020-05-10 17:30:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1455,135057,2020-05-10,17:45:00,2020-05-10 17:45:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1456,135058,2020-05-10,18:00:00,2020-05-10 18:00:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1457,135059,2020-05-10,18:15:00,2020-05-10 18:15:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1458,135060,2020-05-10,18:30:00,2020-05-10 18:30:00,0.0,7.61,4.36,0.73,1.21,0.0,9.0,9.9,9.9
1459,135061,2020-05-10,18:45:00,2020-05-10 18:45:00,0.0,7.61,4.36,0.72,1.21,0.0,9.0,9.9,9.9
1460,135062,2020-05-10,19:00:00,2020-05-10 19:00:00,0.0,7.61,4.36,0.72,1.21,0.0,9.0,9.9,9.9
1461,135063,2020-05-10,19:15:00,2020-05-10 19:15:00,0.0,7.61,4.36,0.72,1.21,0.0,9.0,9.9,9.9
1462,135064,2020-05-10,19:30:00,2020-05-10 19:30:00,0.0,7.61,4.36,0.72,1.21,0.0,9.0,9.9,9.9
1463,135065,2020-05-10,19:45:00,2020-05-10 19:45:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1464,135066,2020-05-10,20:00:00,2020-05-10 20:00:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1465,135067,2020-05-10,20:15:00,2020-05-10 20:15:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1466,135068,2020-05-10,20:30:00,2020-05-10 20:30:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1467,135069,2020-05-10,20:45:00,2020-05-10 20:45:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1468,135070,2020-05-10,21:00:00,2020-05-10 21:00:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1469,135071,2020-05-10,21:15:00,2020-05-10 21:15:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1470,135072,2020-05-10,21:30:00,2020-05-10 21:30:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1471,135073,2020-05-10,21:45:00,2020-05-10 21:45:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1472,135074,2020-05-10,22:00:00,2020-05-10 22:00:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1473,135075,2020-05-10,22:15:00,2020-05-10 22:15:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1474,135076,2020-05-10,22:30:00,2020-05-10 22:30:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1475,135077,2020-05-10,22:45:00,2020-05-10 22:45:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1476,135078,2020-05-10,23:00:00,2020-05-10 23:00:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1477,135079,2020-05-10,23:15:00,2020-05-10 23:15:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1478,135080,2020-05-10,23:30:00,2020-05-10 23:30:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1479,135081,2020-05-10,23:45:00,2020-05-10 23:45:00,0.0,7.61,4.37,0.72,1.2,0.0,9.0,9.9,9.9
1480,135082,2020-05-11,00:00:00,2020-05-11 00:00:00,0.0,7.61,4.37,0.72,1.2,0.0,7.5,7.2,9.6
1481,135083,2020-05-11,00:15:00,2020-05-11 00:15:00,0.0,7.61,4.37,0.72,1.2,0.0,7.5,7.2,9.6
1482,135084,2020-05-11,00:30:00,2020-05-11 00:30:00,0.0,7.61,4.37,0.72,1.2,0.0,7.5,7.2,9.6
1483,135085,2020-05-11,00:45:00,2020-05-11 00:45:00,0.0,7.61,4.37,0.71,1.2,0.0,7.5,7.2,9.6
1484,135086,2020-05-11,01:00:00,2020-05-11 01:00:00,0.0,7.61,4.37,0.71,1.2,0.0,7.5,7.2,9.6
1485,135087,2020-05-11,01:15:00,2020-05-11 01:15:00,0.0,7.61,4.37,0.71,1.2,0.0,7.5,7.2,9.6
1486,135088,2020-05-11,01:30:00,2020-05-11 01:30:00,0.0,7.61,4.37,0.71,1.2,0.0,7.5,7.2,9.6
1487,135089,2020-05-11,01:45:00,2020-05-11 01:45:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1488,135090,2020-05-11,02:00:00,2020-05-11 02:00:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1489,135091,2020-05-11,02:15:00,2020-05-11 02:15:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1490,135092,2020-05-11,02:30:00,2020-05-11 02:30:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1491,135093,2020-05-11,02:45:00,2020-05-11 02:45:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1492,135094,2020-05-11,03:00:00,2020-05-11 03:00:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1493,135095,2020-05-11,03:15:00,2020-05-11 03:15:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1494,135096,2020-05-11,03:30:00,2020-05-11 03:30:00,0.0,7.61,4.38,0.71,1.2,0.0,7.5,7.2,9.6
1495,135097,2020-05-11,03:45:00,2020-05-11 03:45:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1496,135098,2020-05-11,04:00:00,2020-05-11 04:00:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1497,135099,2020-05-11,04:15:00,2020-05-11 04:15:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1498,135100,2020-05-11,04:30:00,2020-05-11 04:30:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1499,135101,2020-05-11,04:45:00,2020-05-11 04:45:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1500,135102,2020-05-11,05:00:00,2020-05-11 05:00:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1501,135103,2020-05-11,05:15:00,2020-05-11 05:15:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1502,135104,2020-05-11,05:30:00,2020-05-11 05:30:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1503,135105,2020-05-11,05:45:00,2020-05-11 05:45:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1504,135106,2020-05-11,06:00:00,2020-05-11 06:00:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1505,135107,2020-05-11,06:15:00,2020-05-11 06:15:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1506,135108,2020-05-11,06:30:00,2020-05-11 06:30:00,0.0,7.61,4.38,0.71,1.19,0.0,7.5,7.2,9.6
1507,135109,2020-05-11,06:45:00,2020-05-11 06:45:00,0.0,7.61,4.38,0.7,1.19,0.0,7.5,7.2,9.6
1508,135110,2020-05-11,07:00:00,2020-05-11 07:00:00,0.0,7.61,4.38,0.7,1.19,0.0,7.5,7.2,9.6
1509,135111,2020-05-11,07:15:00,2020-05-11 07:15:00,0.0,7.61,4.38,0.7,1.19,0.0,7.5,7.2,9.6
1510,135112,2020-05-11,07:30:00,2020-05-11 07:30:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1511,135113,2020-05-11,07:45:00,2020-05-11 07:45:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1512,135114,2020-05-11,08:00:00,2020-05-11 08:00:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1513,135115,2020-05-11,08:15:00,2020-05-11 08:15:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1514,135116,2020-05-11,08:30:00,2020-05-11 08:30:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1515,135117,2020-05-11,08:45:00,2020-05-11 08:45:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1516,135118,2020-05-11,09:00:00,2020-05-11 09:00:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1517,135119,2020-05-11,09:15:00,2020-05-11 09:15:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1518,135120,2020-05-11,09:30:00,2020-05-11 09:30:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1519,135121,2020-05-11,09:45:00,2020-05-11 09:45:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1520,135122,2020-05-11,10:00:00,2020-05-11 10:00:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1521,135123,2020-05-11,10:15:00,2020-05-11 10:15:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1522,135124,2020-05-11,10:30:00,2020-05-11 10:30:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1523,135125,2020-05-11,10:45:00,2020-05-11 10:45:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1524,135126,2020-05-11,11:00:00,2020-05-11 11:00:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1525,135127,2020-05-11,11:15:00,2020-05-11 11:15:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1526,135128,2020-05-11,11:30:00,2020-05-11 11:30:00,0.0,7.61,4.39,0.7,1.19,0.0,7.5,7.2,9.6
1527,135129,2020-05-11,11:45:00,2020-05-11 11:45:00,0.0,7.61,4.39,0.7,1.18,0.0,7.5,7.2,9.6
1528,135130,2020-05-11,12:00:00,2020-05-11 12:00:00,0.0,7.61,4.39,0.7,1.18,0.0,7.5,7.2,9.6
1529,135131,2020-05-11,12:15:00,2020-05-11 12:15:00,0.0,7.61,4.39,0.7,1.18,0.0,7.5,7.2,9.6
1530,135132,2020-05-11,12:30:00,2020-05-11 12:30:00,0.0,7.61,4.39,0.69,1.18,0.0,7.5,7.2,9.6
1531,135133,2020-05-11,12:45:00,2020-05-11 12:45:00,0.0,7.61,4.39,0.69,1.18,0.0,7.5,7.2,9.6
1532,135134,2020-05-11,13:00:00,2020-05-11 13:00:00,0.0,7.61,4.39,0.69,1.18,0.0,7.5,7.2,9.6
1533,135135,2020-05-11,13:15:00,2020-05-11 13:15:00,0.0,7.61,4.39,0.69,1.18,0.0,7.5,7.2,9.6
1534,135136,2020-05-11,13:30:00,2020-05-11 13:30:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1535,135137,2020-05-11,13:45:00,2020-05-11 13:45:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1536,135138,2020-05-11,14:00:00,2020-05-11 14:00:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1537,135139,2020-05-11,14:15:00,2020-05-11 14:15:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1538,135140,2020-05-11,14:30:00,2020-05-11 14:30:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1539,135141,2020-05-11,14:45:00,2020-05-11 14:45:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1540,135142,2020-05-11,15:00:00,2020-05-11 15:00:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1541,135143,2020-05-11,15:15:00,2020-05-11 15:15:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1542,135144,2020-05-11,15:30:00,2020-05-11 15:30:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1543,135145,2020-05-11,15:45:00,2020-05-11 15:45:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1544,135146,2020-05-11,16:00:00,2020-05-11 16:00:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1545,135147,2020-05-11,16:15:00,2020-05-11 16:15:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1546,135148,2020-05-11,16:30:00,2020-05-11 16:30:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
1547,135149,2020-05-11,16:45:00,2020-05-11 16:45:00,0.0,7.61,4.4,0.69,1.18,0.0,7.5,7.2,9.6
